Designator,Mid X,Mid Y,Rotation,Layer
BT1,119.5,-93.5,90.0,top
BT2,119.5,-93.6,90.0,bottom
D1,150.0,-73.0,180.0,top
D2,149.975,-114.0,180.0,top
D3,149.975,-106.0,180.0,top
D4,151.0,-110.0,90.0,top
D5,151.0,-77.0,90.0,top
D6,150.0,-81.0,0.0,top
D7,149.0,-87.0,90.0,top
D8,149.0,-100.0,90.0,top
D9,134.27,-94.0,0.0,top
Q1,134.61,-88.0,0.0,top
R1,144.9625,-91.0,0.0,top
R2,144.9625,-96.0,0.0,top
R3,94.0,-94.0,180.0,top
R5,135.0,-103.0,90.0,top
RV1,103.25,-94.005,0.0,top
